shift,question,options,answer,subject,chapter
2023 08 Apr Shift 1,"In a reflecting telescope, a secondary mirror is used to:",(1) reduce the problem of mechanical support | (2) make chromatic aberration zero | (3) move the eyepiece outside the telescopic tube | (4) remove spherical aberration,900,,
2023 08 Apr Shift 1,Two vertical parallel mirrors A and B are separated by 10 cm. A point object O is placed at a distance of 2 cm from mirror A. The distance of the second nearest image behind mirror A from the mirror A is _______ cm.,,18,,
2023 08 Apr Shift 1,"Proton (P) and electron (e) will have same de-Broglie wavelength when the ratio of their momentum is (assume, m p = 1849 m e)",(1) 1 : 1 | (2) 1 : 1849 | (3) 1 : 43 | (4) 43 : 1,25,,
2023 08 Apr Shift 1,"For a nucleus AX having mass number A and atomic number Z Z A. The surface energy per nucleon (b s ) = –a 1 A2 3 . B. The Coulomb contribution to the binding energy b c = −a 2 Z(Z− 4 1) . A3  C. The volume energy b v = a 3 A D. Decrease in the binding energy is proportional to surface area. E. While estimating the surface energy, it is assumed that each nucleon interacts with 12 nucleons. (a 1 , a 2 and a 3 are constants) Choose the most appropriate answer from the options given below:","(1) B, C, E only | (2) C, D only | (3) A, B, C, D only | (4) B, C only",2,,
2023 08 Apr Shift 1,"A nucleus with mass number 242 and binding energy per nucleon as 7.6 MeV breaks into two fragment each with mass number 121. If each fragment nucleus has binding energy per nucleon as 8.1 MeV, the total gain in binding energy is _______ MeV.",,9,,
2023 08 Apr Shift 1,"For the logic circuit shown, the output waveform at Y is",(1) | (2) | (3) | (4),18,,
2023 08 Apr Shift 1,"A TV transmitting antenna is 98 m high and the receiving antenna is at the ground level. If the radius of the earth is 6400 km, the surface area covered by the transmitting antenna is approximately: ",(1) 1240 km2 | (2) 3942 km2 | (3) 4868 km2 | (4) 1549 km2,121,,
2023 08 Apr Shift 1,0.5 g of an organic compound (X) with 60% carbon will produce ×10−1 g of CO 2 on complete combustion.,,3,,
2023 08 Apr Shift 1,The number of following statement/s which is/are incorrect is ______ A) Line emission spectra are used to study the electronic structure B) The emission spectra of atoms in the gas phase show a continuous spread of wavelength from red to violet. C) An absorption spectrum is like the photographic negative of an emission spectrum D) The element helium was discovered in the sun by spectroscopic method,,2,,
2023 08 Apr Shift 1,The correct order of electronegativity for given elements is,(1) P > Br > C > At | (2) Br > P > At > C | (3) Br > C > At > P | (4) C > P > At > Br,3,,
2023 08 Apr Shift 1,"Given below are two statements : One is labelled as Assertion A and the other is labelled as Reason R. Assertion A : Butan–1–ol has higher boiling point than ethoxyethane. Reason R : Extensive hydrogen bonding leads to stronger association of molecules. In the light of the above statements, choose the correct answer from the options given below :",(1) A is true but R is false | (2) Both A and R are true and R is the correct explanation of A | (3) Both A and R are true but R is not the correct | (4) A is false but R is true explanation of A,4,,
2023 08 Apr Shift 1,The number of following factors which affect the percent covalent character of the ionic bond is______ A) Polarising power of cation B) Extent of distortion of anion C) Polarisability of the anion D) Polarising power of anion,,2,,
2023 08 Apr Shift 1,"Three bulbs are filled with CH , CO and Ne as shown in the picture. The bulbs are connected through pipes 4 2 of zero volume. When the stopcocks are opened and the temperature is kept constant throughout, the pressure of the system is found to be______ atm. (Nearest integer).",,4,,
2023 08 Apr Shift 1,"When a 60 W electric heater is immersed in a gas for 100 s in a constant volume container with adiabatic walls, the temperature of the gas rises by 5°C. The heat capacity of the given gas is JK−1 (Nearest integer) ",,1,,
2023 08 Apr Shift 1,The titration curve of weak acid vs. strong base with phenolphthalein as indicator is shown below. The K = 4×10−10 phenolphthalein Given: log 2 = 0.3 The number of following statement/s which is/are correct about phenolphthalein is _______ A. It can be used as an indicator for the titration of weak acid with weak base. B. It begins to change colour at pH = 8.4 C. It is a weak organic base D. It is colourless in acidic medium,,4,,
2023 08 Apr Shift 1,2IO− 3 +xI−+12H+ → 6I 2 +6H 2 What is the value of x?,(1) 2 | (2) 12 | (3) 10 | (4) 6,4,,
2023 08 Apr Shift 1,"Given below are two statements : Statement I : Lithium and Magnesium do not form superoxide Statement II : The ionic radius of Li+ is larger than ionic radius of Mg2+ In the light of the above statements, choose the most appropriate answer from the questions given below : In the light of the above statements, choose the most appropriate answer from the questions given below :",(1) Statement I is incorrect but Statement II is | (2) Statement I is correct but Statement II is correct incorrect | (3) Both statement I and Statement II are incorrect | (4) Both Statement I and Statement II are correct,1,,
2023 08 Apr Shift 1,What is the purpose of adding gypsum to cement?,(1) To facilitate the hydration of cement | (2) To slow down the process of setting | (3) To give a hard mass | (4) To speed up the process of setting,2,,
2023 08 Apr Shift 1,"Molar mass of the hydrocarbon (X) which on ozonolysis consumes one mole of O 3 per mole of (X) and gives one mole each of ethanal and propanone is ______ g mol–1 (Molar mass of C : 12 g mol–1 , H : 1 g mol–1 )",,3,,
2023 08 Apr Shift 1,Match List I with List II List-I List-2 Species Maximum allowed concentration in ppm in drinking water A F− I < 50 ppm  B SO2− II < 5 ppm 4 C NO− III < 2 ppm 3 D Zn IV < 500 ppm Choose the correct answer from the options given below.,"(1) A-I, B-II, C-III, D-IV | (2) A-II, B-I, C-III, D-IV | (3) A-IV, B-III, C-II, D-I | (4) A-III, B-II, C-I, D-IV",3,,
2023 08 Apr Shift 1,The vapour pressure vs. temperature curve for a solution solvent system is shown below. The boiling point of the solvent is _____°C.,,3,,
2023 08 Apr Shift 1,The reaction occurs in which of the given galvanic cell? 1H ( g)+AgCl(s) ⇌ H+(aq)+Cl−(aq)+Ag(s) 2 2,(1) Pt|H 2 (g)|HCl(soln )|AgCl(s)|Ag | (2) Ag|AgCl(s)|KCl(soln )|AgNO 3 |Ag | (3) Pt|H 2 (g)|HCl(soln )|AgNO 3 (soln )|Ag | (4) Pt|H 2 (g)|KCl(soln )|AgCl(s)|Ag,3,,
2023 08 Apr Shift 1,"The number of given statement/s which is/are correct is_____ (A) The stronger the temperature dependence of the rate constant, the higher is the activation energy. (B) If a reaction has zero activation energy, its rate is independent of temperature. (C) The stronger the temperature dependence of the rate constant, the smaller is the activation energy. (D) If there is no correlation between the temperature and the rate constant then it means that the reaction has negative activation energy.",,2,,
2023 08 Apr Shift 1,The water gas on reacting with cobalt as a catalyst forms,(1) Methanal | (2) Methanoic acid | (3) Ethanol | (4) Methanol,2,,
2023 08 Apr Shift 1,Which of the following represents the Freundlich adsorption isotherms? (A)  (B) (C) (D) Choose the correct answer from the options given below:,"(1) A, C, D only | (2) A, B only | (3) B, C, D only | (4) A, B, D only",4,,
2023 08 Apr Shift 1,Which of the following metals can be extracted through alkali leaching technique?,(1) Sn | (2) Pb | (3) Au | (4) Cu Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023,4,,
2023 08 Apr Shift 1,XeF 4 reacts with SbF 5 to form [XeF m ]n+[SbF y ]2− m+n+y+z = ?.,,3,,
2023 08 Apr Shift 1,"In chromyl chloride, the number of d-electrons present on chromium is same as in (Given at no. of Ti : 22, V : 23, Cr : 24, Mn : 25, Fe : 26)",(1) V (IV) | (2) Mn (VII) | (3) Fe (III) | (4) Ti (III),11,,
2023 08 Apr Shift 1,Which halogen is known to cause the reaction given below?,(1) All halogens | (2) Only Bromine | (3) Only Iodine | (4) Only Chlorine,1,,
2023 08 Apr Shift 1,"Which of the following complex is octahedral, diamagnetic and the most stable?",(1) Na 3 [CoCl 6 ] | (2) [Ni(NH 3 ) 6 ]Cl 2 | (3) K 3 [Co(CN) 6 ] | (4) [Co(H 2 O) 6 ]Cl 2,3,,
2023 08 Apr Shift 1,The correct order of spin only magnetic moments for the following complex ions is,(1) [Fe(CN) 6 ]3− < [CoF 6 ]3− < [MnBr 4 ]2− < [Mn(C | (3) [Fe(CN) 6 ]3− < [Mn(CN) 6 ]3− < [CoF 6 ]3− < [Mn,3,,
2023 08 Apr Shift 1,"Choose the halogen which is most reactive towards SN1 reaction in the given compounds (A, B, C & D) A. B. C. D.",(1) A−Br (b) ;B−I (a) ;C−Br (a) ;D−Br (a) | (2) A−Br(b);B−I (b) ;C−Br(b);D−Br(b) | (3) A−Br (a) ;B−I (a) ;C−Br (b) ;D−Br (a) | (4) A−Br (a) ;B−I (a) ;C−Br (a) ;D−Br (a) Join the Most Relevant Test Series for JEE Main with Most Detailed & Advanced Analysis here: https://links.mathongo.com/mWN J EE Main 2023,1200,,
2023 08 Apr Shift 1,The major product formed in the following reaction is,(1) | (2) | (3) | (4),2,,
2023 08 Apr Shift 1,. Match List I with List II : List II (Compound with Functional group List I (Reagents used) detected) Alkaline solution of copper A. I. sulphate and sodium citrate B.Neutral FeCl 3 solution II. C.Alkaline chloroform solution III. Potassium iodide and sodium D. IV hypochloride Choose the correct answer from the options given below : ,"(1) A-III, B-IV, C-I, D-II | (2) A-III, B-IV, C-II, D-I | (3) A-IV, B-I, C-II, D-III | (4) A-II, B-IV, C-III, D–I",70,,
2023 08 Apr Shift 1,"Match List I with List II : s reacted with reagents in List I to form products in List II products in List II. List I (Reagent) List II (Product) A. I. B.HBF 4,Δ II. C.Cu, HCl III. D.CuCN/KCN IV. Choose the correct answer from the options given below:","(1) A-IV, B-III, C-II, D-I | (2) A-III, B-I, C-II, D-IV | (3) A-I, B-III, C-IV, D-II | (4) A-III, B-I, C-IV, D-II",82,,
2023 08 Apr Shift 1,Match List I with List II : List I List II A. Saccharin I. High potency sweetener B. Aspartame II. First artificial sweetening agent C Alitame III. Stable at cooking temperature D. Sucralose IV. Unstable at cooking temperature Choose the correct answer from the options given below : ,"(1) A-IV, B-III, C-I, D-II | (2) A-II, B-III, C-IV, D-I | (3) A-II, B-IV, C-III, D-I | (4) A-II, B-IV, C-I, D-III",2,,
2023 08 Apr Shift 1,Sulphur (S) containing amino acids from the following are: (a) isoleucine (b) cysteine (c) lysine (d) methionine (e) glutamic acid,"(1) b, c, e | (2) a, b, c | (3) b, d | (4) a, d",11,,
2023 08 Apr Shift 1,"Let α, β, γ be the three roots of the equation x3+bx+c = 0 if βγ = 1 = −α then b3+2c3−3α3−6β3−8γ3 is equal to",(1) 155 | (2) 21 8 | (3) 169 | (4) 19 8,4,,
2023 08 Apr Shift 1,"If for z = α+iβ, |z+2| = z+4(1+i), then α+β and αβ are the roots of the equation",(1) x2+3x−4 = 0 | (2) x2+7x+12 = 0 | (3) x2+x−12 = 0 | (4) x2+2x−3 = 0,2,,
2023 08 Apr Shift 1,"The number of arrangements of the letters of the word ""INDEPENDENCE"" in which all the vowels always occur together is",(1) 16800 | (2) 33600 | (3) 18000 | (4) 14800,1,,
2023 08 Apr Shift 1,"The number of ways, in which 5 girls and 7 boys can be seated at a round table so that no two girls sit together is",(1) 720 | (2) 126 | (3) 7 | (360)2 | (4) 7 | (720)2,2,,
2023 08 Apr Shift 1,The largest natural number n such that 3n divides 66! is _______,,4,,
2023 08 Apr Shift 1,"Let S K = 1+2+ K ...+K and ∑n j=1 S2 j = A n(Bn2+Cn+D) where A, B, C, D ∈ N and A Has least value then",(1) A+C+D is not divisible by D | (2) A+B = 5(D−C) | (3) A+B+C+D is divisible by 5 | (4) A+B is divisible by D,4,,
2023 08 Apr Shift 1,if the coefficients of three consecutive terms in the expansion of (1+x)n are the ratio 1 : 5 : 20 then the coefficient of the fourth term is,(1) 2436 | (2) 5481 | (3) 1827 | (4) 3654,2,,
2023 08 Apr Shift 1,Let [t] denote the greatest integer ≤ t. if the constant term in the expansion of (3x2− 1 ) 7 is α then [α] is 2x5 equal to _____ ,,2,,
2023 08 Apr Shift 1,"Let C(α, β) be the circumcentre of the triangle formed by the lines 4x+3y = 69, 4y−3x = 17, and x+7y = 61. Then (α−β)2+α+β is equal to",(1) 18 | (2) 17 | (3) 15 | (4) 16,3,,
2023 08 Apr Shift 1,Consider a circle C 1 : x 2+y2 – 4x – 2y = α – 5. Let its mirror image in the line y = 2x+1 be another circle C 2 : 5x2+5y2 –10fx – 10gy+ 36 = 0. Let r be the radius of C 2 . Then α+ r is equal to ________,,2,,
2023 08 Apr Shift 1,"Let R be the focus of the parabola y2 = 20x and the line y = mx+c intersect the parabola at two points P and Q. Let the points G(10, 10) be the centroid of the triangle PQR. If c−m = 6, then PQ2 is",(1) 296 | (2) 325 | (3) 317 | (4) 346 1−cos2,3,,
2023 08 Apr Shift 1,lim(( )( )) is equal to x→0 cos3(4x) (log e (2x+1))5,(1) 15 | (2) 9 | (3) 18 | (4) 24,2,,
2023 08 Apr Shift 1,Negation of (p → q) → (q → p) is,(1) (p~)∨p | (2) q∧(~p) | (3) (~q)∧p | (4) p∨(~q),2,,
2023 08 Apr Shift 1,"Let the mean and variance of 8 numbers x, y, 10, 12, 6,12, 4, 8 be 9 and 9.25 respectively. If x > y, then 3x−2y is equal to _______",,1,,
2023 08 Apr Shift 1,Let the number of elements in sets A and B be five and two respectively. Then the number of subsets of A×B each having at least 3 and at most 6 elements is,(1) 752 | (2) 782 | (3) 792 | (4) 772,1,,
2023 08 Apr Shift 1,"Let A = {0,3,4,6,7,8,9,10} and R be the relation defined on A such that R{(x,y) ∈ A×A : x−y is odd positive integer or x−y = 2}. The minimum number of elements that must be added to the relation R, so that it is a symmetric relation, is equal to _________ 2 1 0",,3,,
2023 08 Apr Shift 1,⎡ ⎤ Let 1 2 −1 . If |adj(adj(adj2A))| =,"(16)n , then n is equal to ⎣ ⎦ 0 −1 2 | (1) 8 | (2) 10 | (3) 9 | (4) 12",1,,
2023 08 Apr Shift 1,"⎡ √3 1 ⎤ 1 1 a b Let P = 2 2 , A = [ ] and Q = PAPT . If PTQ2007 P = [ ]then 2a+b−3c−4d is equal ⎣ −1 √3⎦ 0 1 c d 2 2 to",(1) 2004 | (2) 2005 | (3) 2007 | (4) 2006,4,,
2023 08 Apr Shift 1,"Let f(x) = sinx+cos−√2,x ∈ [0, π]−{π}, then f(7π)f′′(7π) is equal to sin x−cos x 4 12 12  2 −2",(1) | (2) 9 3 −1 2 | (3) | (4) 3√3 3√3,2,,
2023 08 Apr Shift 1,"If a α is the greatest term in the sequence a n = n4+ n3 147 , n = 1, 2, 3...., then α is equal to ______",,1,,
2023 08 Apr Shift 1,"Let I(x) = ∫ x+1 dx, x > 0. If lim I(x) = 0 then I",(1) is equal to x | (1) e+2 −log (e+1) | (2) e+1 +log (e+1) e+1 e e+2 e | (3) e+1 −log (e+1) | (4) e+2 +log (e+1) e+2 e e+1 e 5π,31,,
2023 08 Apr Shift 1,Let [t] denote the greatest integer ≤ t. Then 2 ∫ 6 (8[cosecx]−5[cotx])dx is equal to _______ π π 6,,1275,,
2023 08 Apr Shift 1,"The area of the region {(x,y) : x2 ≤ y ≤ 8−x2,y ≤ 7} is",(1) 27 | (2) 18 | (3) 20 | (4) 21,2,,
2023 08 Apr Shift 1,"If the solution curve of the differential equation (y−2log x)dx+(xlog x2)dy = 0, x > 1 passes through e e the points (e, 4) and (e4, α), then α is equal to _______ 3",,25,,
2023 08 Apr Shift 1,"If the points with position vectors αˆi+10ˆj+13ˆk, 6ˆi+11ˆj+11ˆk, 9ˆi+βˆj−8ˆk are collinear, then 2 (19α−6β)2 is equal to",(1) 36 | (2) 25 | (3) 49 | (4) 16 → → → → → → → →→,19,,
